,State,Year,Month,Drug Name,Death Count
8246,IN,2018,April,Natural & semi-synthetic opioids (T40.2),
8247,IN,2018,April,Psychostimulants with abuse potential (T43.6),
8248,IN,2018,April,Number of Drug Overdose Deaths,1716.0
8249,IN,2018,April,Cocaine (T40.5),
8250,IN,2018,April,Methadone (T40.3),
8251,IN,2018,April,"Opioids (T40.0-T40.4,T40.6)",
8252,IN,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8253,IN,2018,April,Percent with drugs specified,85.31468531468529
8254,IN,2018,April,Heroin (T40.1),
8255,IN,2018,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8256,IN,2018,August,"Synthetic opioids, excl. methadone (T40.4)",
8257,IN,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8258,IN,2018,August,Psychostimulants with abuse potential (T43.6),
8259,IN,2018,August,Number of Deaths,66226.0
8260,IN,2018,August,Number of Drug Overdose Deaths,1680.0
8261,IN,2018,August,Methadone (T40.3),
8262,IN,2018,August,Percent with drugs specified,87.9166666666667
8263,IN,2018,August,Natural & semi-synthetic opioids (T40.2),
8264,IN,2018,August,Cocaine (T40.5),
8265,IN,2018,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8266,IN,2018,August,"Opioids (T40.0-T40.4,T40.6)",
8267,IN,2018,August,Heroin (T40.1),
8268,IN,2018,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8269,IN,2018,December,Number of Drug Overdose Deaths,1612.0
8270,IN,2018,December,Psychostimulants with abuse potential (T43.6),
8271,IN,2018,December,"Opioids (T40.0-T40.4,T40.6)",
8272,IN,2018,December,Number of Deaths,66226.0
8273,IN,2018,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8274,IN,2018,December,Methadone (T40.3),
8275,IN,2018,December,Heroin (T40.1),
8276,IN,2018,December,Percent with drugs specified,88.6476426799007
8277,IN,2018,December,Cocaine (T40.5),
8278,IN,2018,December,Natural & semi-synthetic opioids (T40.2),
8279,IN,2018,December,"Synthetic opioids, excl. methadone (T40.4)",
8280,IN,2018,February,Number of Deaths,66501.0
8281,IN,2018,February,Methadone (T40.3),
8282,IN,2018,February,Psychostimulants with abuse potential (T43.6),
8283,IN,2018,February,"Synthetic opioids, excl. methadone (T40.4)",
8284,IN,2018,February,Percent with drugs specified,81.78713716562321
8285,IN,2018,February,Natural & semi-synthetic opioids (T40.2),
8286,IN,2018,February,Cocaine (T40.5),
8287,IN,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8288,IN,2018,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8289,IN,2018,February,Heroin (T40.1),
8290,IN,2018,February,Number of Drug Overdose Deaths,1757.0
8291,IN,2018,February,"Opioids (T40.0-T40.4,T40.6)",
8292,IN,2018,January,"Synthetic opioids, excl. methadone (T40.4)",
8293,IN,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8294,IN,2018,January,Number of Deaths,66625.0
8295,IN,2018,January,Psychostimulants with abuse potential (T43.6),
8296,IN,2018,January,Percent with drugs specified,80.5862831858407
8297,IN,2018,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8298,IN,2018,January,Methadone (T40.3),
8299,IN,2018,January,Natural & semi-synthetic opioids (T40.2),
8300,IN,2018,January,Cocaine (T40.5),
8301,IN,2018,January,Heroin (T40.1),
8302,IN,2018,January,"Opioids (T40.0-T40.4,T40.6)",
8303,IN,2018,January,Number of Drug Overdose Deaths,1808.0
8304,IN,2018,July,"Synthetic opioids, excl. methadone (T40.4)",
8305,IN,2018,July,Cocaine (T40.5),
8306,IN,2018,July,Natural & semi-synthetic opioids (T40.2),
8307,IN,2018,July,Number of Drug Overdose Deaths,1679.0
8308,IN,2018,July,Psychostimulants with abuse potential (T43.6),
8309,IN,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8310,IN,2018,July,Percent with drugs specified,87.84991066110778
8311,IN,2018,July,Heroin (T40.1),
8312,IN,2018,July,Number of Deaths,66119.0
8313,IN,2018,July,"Opioids (T40.0-T40.4,T40.6)",
8314,IN,2018,July,Methadone (T40.3),
8315,IN,2018,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8316,IN,2018,June,Number of Deaths,66095.0
8317,IN,2018,June,"Synthetic opioids, excl. methadone (T40.4)",
8318,IN,2018,June,Percent with drugs specified,87.5
8319,IN,2018,June,Natural & semi-synthetic opioids (T40.2),
8320,IN,2018,June,Cocaine (T40.5),
8321,IN,2018,June,Heroin (T40.1),
8322,IN,2018,June,Number of Drug Overdose Deaths,1696.0
8323,IN,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8324,IN,2018,June,Methadone (T40.3),
8325,IN,2018,June,Psychostimulants with abuse potential (T43.6),
8326,IN,2018,June,"Opioids (T40.0-T40.4,T40.6)",
8327,IN,2018,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8328,IN,2018,March,"Synthetic opioids, excl. methadone (T40.4)",
8329,IN,2018,March,Number of Deaths,66198.0
8330,IN,2018,March,Natural & semi-synthetic opioids (T40.2),
8331,IN,2018,March,Cocaine (T40.5),
8332,IN,2018,March,Psychostimulants with abuse potential (T43.6),
8333,IN,2018,March,Number of Drug Overdose Deaths,1736.0
8334,IN,2018,March,Percent with drugs specified,82.8917050691244
8335,IN,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8336,IN,2018,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8337,IN,2018,March,Heroin (T40.1),
8338,IN,2018,March,Methadone (T40.3),
8339,IN,2018,March,"Opioids (T40.0-T40.4,T40.6)",
8340,IN,2018,May,Methadone (T40.3),
8341,IN,2018,May,Cocaine (T40.5),
8342,IN,2018,May,Percent with drugs specified,86.46262507357271
8343,IN,2018,May,Heroin (T40.1),
8344,IN,2018,May,"Synthetic opioids, excl. methadone (T40.4)",
8345,IN,2018,May,Number of Drug Overdose Deaths,1699.0
8346,IN,2018,May,Number of Deaths,66222.0
8347,IN,2018,May,Psychostimulants with abuse potential (T43.6),
8348,IN,2018,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8349,IN,2018,May,Natural & semi-synthetic opioids (T40.2),
8350,IN,2018,May,"Opioids (T40.0-T40.4,T40.6)",
8351,IN,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8352,IN,2018,November,Psychostimulants with abuse potential (T43.6),
8353,IN,2018,November,"Opioids (T40.0-T40.4,T40.6)",
8354,IN,2018,November,Methadone (T40.3),
8355,IN,2018,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8356,IN,2018,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8357,IN,2018,November,Percent with drugs specified,88.5981308411215
8358,IN,2018,November,Cocaine (T40.5),
8359,IN,2018,November,Number of Drug Overdose Deaths,1605.0
8360,IN,2018,November,Heroin (T40.1),
8361,IN,2018,November,Number of Deaths,66327.0
8362,IN,2018,November,Natural & semi-synthetic opioids (T40.2),
8363,IN,2018,November,"Synthetic opioids, excl. methadone (T40.4)",
8364,IN,2018,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8365,IN,2018,October,Cocaine (T40.5),
8366,IN,2018,October,Number of Drug Overdose Deaths,1639.0
8367,IN,2018,October,"Opioids (T40.0-T40.4,T40.6)",
8368,IN,2018,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8369,IN,2018,October,Methadone (T40.3),
8370,IN,2018,October,Psychostimulants with abuse potential (T43.6),
8371,IN,2018,October,"Synthetic opioids, excl. methadone (T40.4)",
8372,IN,2018,October,Natural & semi-synthetic opioids (T40.2),
8373,IN,2018,October,Percent with drugs specified,88.6516168395363
8374,IN,2018,October,Number of Deaths,66320.0
8375,IN,2018,October,Heroin (T40.1),
8376,IN,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8377,IN,2018,September,"Opioids (T40.0-T40.4,T40.6)",
8378,IN,2018,September,Cocaine (T40.5),
8379,IN,2018,September,Number of Deaths,66254.0
8380,IN,2018,September,Number of Drug Overdose Deaths,1649.0
8381,IN,2018,September,"Synthetic opioids, excl. methadone (T40.4)",
8382,IN,2018,September,Natural & semi-synthetic opioids (T40.2),
8383,IN,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8384,IN,2018,September,Methadone (T40.3),
8385,IN,2018,September,Heroin (T40.1),
8386,IN,2018,September,Percent with drugs specified,88.4172225591267
8387,IN,2018,September,Psychostimulants with abuse potential (T43.6),
8388,IN,2019,April,Heroin (T40.1),311.0
8389,IN,2019,April,"Synthetic opioids, excl. methadone (T40.4)",705.0
8390,IN,2019,April,Psychostimulants with abuse potential (T43.6),417.0
8391,IN,2019,April,Number of Deaths,65410.0
8392,IN,2019,April,Natural & semi-synthetic opioids (T40.2),327.0
8393,IN,2019,April,Methadone (T40.3),54.0
8394,IN,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",371.0
8395,IN,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",932.0
8396,IN,2019,April,Percent with drugs specified,90.9830932999374
8397,IN,2019,April,Cocaine (T40.5),239.0
8398,IN,2019,April,"Opioids (T40.0-T40.4,T40.6)",1082.0
8399,IN,2019,April,Number of Drug Overdose Deaths,1597.0
8400,IN,2019,August,Cocaine (T40.5),261.0
8401,IN,2019,August,"Synthetic opioids, excl. methadone (T40.4)",795.0
8402,IN,2019,August,Psychostimulants with abuse potential (T43.6),454.0
8403,IN,2019,August,Heroin (T40.1),293.0
8404,IN,2019,August,Natural & semi-synthetic opioids (T40.2),341.0
8405,IN,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",383.0
8406,IN,2019,August,Methadone (T40.3),50.0
8407,IN,2019,August,Number of Deaths,65932.0
8408,IN,2019,August,"Opioids (T40.0-T40.4,T40.6)",1151.0
8409,IN,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1026.0
8410,IN,2019,August,Percent with drugs specified,94.099569760295
8411,IN,2019,August,Number of Drug Overdose Deaths,1627.0
8412,IN,2019,December,Psychostimulants with abuse potential (T43.6),519.0
8413,IN,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1150.0
8414,IN,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",402.0
8415,IN,2019,December,Heroin (T40.1),303.0
8416,IN,2019,December,Methadone (T40.3),52.0
8417,IN,2019,December,"Opioids (T40.0-T40.4,T40.6)",1255.0
8418,IN,2019,December,Cocaine (T40.5),269.0
8419,IN,2019,December,"Synthetic opioids, excl. methadone (T40.4)",908.0
8420,IN,2019,December,Percent with drugs specified,97.12272460364059
8421,IN,2019,December,Natural & semi-synthetic opioids (T40.2),358.0
8422,IN,2019,December,Number of Drug Overdose Deaths,1703.0
8423,IN,2019,December,Number of Deaths,66515.0
8424,IN,2019,February,Psychostimulants with abuse potential (T43.6),
8425,IN,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8426,IN,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8427,IN,2019,February,Methadone (T40.3),
8428,IN,2019,February,"Synthetic opioids, excl. methadone (T40.4)",
8429,IN,2019,February,Cocaine (T40.5),
8430,IN,2019,February,Number of Deaths,65261.0
8431,IN,2019,February,Heroin (T40.1),
8432,IN,2019,February,"Opioids (T40.0-T40.4,T40.6)",
8433,IN,2019,February,Percent with drugs specified,89.9434318038969
8434,IN,2019,February,Number of Drug Overdose Deaths,1591.0
8435,IN,2019,February,Natural & semi-synthetic opioids (T40.2),
8436,IN,2019,January,Cocaine (T40.5),
8437,IN,2019,January,Methadone (T40.3),
8438,IN,2019,January,"Opioids (T40.0-T40.4,T40.6)",
8439,IN,2019,January,Natural & semi-synthetic opioids (T40.2),
8440,IN,2019,January,Psychostimulants with abuse potential (T43.6),
8441,IN,2019,January,Number of Deaths,65295.0
8442,IN,2019,January,Percent with drugs specified,89.5663104965431
8443,IN,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8444,IN,2019,January,Heroin (T40.1),
8445,IN,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8446,IN,2019,January,"Synthetic opioids, excl. methadone (T40.4)",
8447,IN,2019,January,Number of Drug Overdose Deaths,1591.0
8448,IN,2019,July,Number of Deaths,65968.0
8449,IN,2019,July,Methadone (T40.3),51.0
8450,IN,2019,July,Cocaine (T40.5),256.0
8451,IN,2019,July,"Opioids (T40.0-T40.4,T40.6)",1133.0
8452,IN,2019,July,"Synthetic opioids, excl. methadone (T40.4)",771.0
8453,IN,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",382.0
8454,IN,2019,July,Heroin (T40.1),289.0
8455,IN,2019,July,Natural & semi-synthetic opioids (T40.2),339.0
8456,IN,2019,July,Number of Drug Overdose Deaths,1622.0
8457,IN,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1004.0
8458,IN,2019,July,Percent with drugs specified,93.1565967940814
8459,IN,2019,July,Psychostimulants with abuse potential (T43.6),437.0
8460,IN,2019,June,Cocaine (T40.5),252.0
8461,IN,2019,June,Psychostimulants with abuse potential (T43.6),432.0
8462,IN,2019,June,Number of Deaths,65895.0
8463,IN,2019,June,Number of Drug Overdose Deaths,1609.0
8464,IN,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",375.0
8465,IN,2019,June,Methadone (T40.3),53.0
8466,IN,2019,June,"Synthetic opioids, excl. methadone (T40.4)",738.0
8467,IN,2019,June,Natural & semi-synthetic opioids (T40.2),330.0
8468,IN,2019,June,"Opioids (T40.0-T40.4,T40.6)",1102.0
8469,IN,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",963.0
8470,IN,2019,June,Heroin (T40.1),290.0
8471,IN,2019,June,Percent with drugs specified,92.1690490988191
8472,IN,2019,March,Number of Deaths,65394.0
8473,IN,2019,March,Psychostimulants with abuse potential (T43.6),414.0
8474,IN,2019,March,Percent with drugs specified,90.55313859540092
8475,IN,2019,March,Methadone (T40.3),57.0
8476,IN,2019,March,Number of Drug Overdose Deaths,1609.0
8477,IN,2019,March,"Opioids (T40.0-T40.4,T40.6)",1098.0
8478,IN,2019,March,Natural & semi-synthetic opioids (T40.2),336.0
8479,IN,2019,March,"Synthetic opioids, excl. methadone (T40.4)",707.0
8480,IN,2019,March,Cocaine (T40.5),242.0
8481,IN,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",942.0
8482,IN,2019,March,Heroin (T40.1),302.0
8483,IN,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",384.0
8484,IN,2019,May,Cocaine (T40.5),243.0
8485,IN,2019,May,Methadone (T40.3),54.0
8486,IN,2019,May,"Synthetic opioids, excl. methadone (T40.4)",727.0
8487,IN,2019,May,Psychostimulants with abuse potential (T43.6),422.0
8488,IN,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",961.0
8489,IN,2019,May,Natural & semi-synthetic opioids (T40.2),349.0
8490,IN,2019,May,Number of Drug Overdose Deaths,1611.0
8491,IN,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",392.0
8492,IN,2019,May,"Opioids (T40.0-T40.4,T40.6)",1106.0
8493,IN,2019,May,Number of Deaths,65683.0
8494,IN,2019,May,Heroin (T40.1),301.0
8495,IN,2019,May,Percent with drugs specified,91.5580384854128
8496,IN,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",395.0
8497,IN,2019,November,"Synthetic opioids, excl. methadone (T40.4)",885.0
8498,IN,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1121.0
8499,IN,2019,November,Methadone (T40.3),50.0
8500,IN,2019,November,"Opioids (T40.0-T40.4,T40.6)",1233.0
8501,IN,2019,November,Cocaine (T40.5),260.0
8502,IN,2019,November,Psychostimulants with abuse potential (T43.6),502.0
8503,IN,2019,November,Natural & semi-synthetic opioids (T40.2),354.0
8504,IN,2019,November,Number of Drug Overdose Deaths,1679.0
8505,IN,2019,November,Percent with drugs specified,96.3668850506254
8506,IN,2019,November,Number of Deaths,66419.0
8507,IN,2019,November,Heroin (T40.1),297.0
8508,IN,2019,October,Number of Drug Overdose Deaths,1660.0
8509,IN,2019,October,Cocaine (T40.5),261.0
8510,IN,2019,October,Number of Deaths,66205.0
8511,IN,2019,October,Heroin (T40.1),293.0
8512,IN,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1095.0
8513,IN,2019,October,Psychostimulants with abuse potential (T43.6),484.0
8514,IN,2019,October,"Opioids (T40.0-T40.4,T40.6)",1202.0
8515,IN,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",403.0
8516,IN,2019,October,Percent with drugs specified,95.42168674698799
8517,IN,2019,October,Natural & semi-synthetic opioids (T40.2),363.0
8518,IN,2019,October,"Synthetic opioids, excl. methadone (T40.4)",854.0
8519,IN,2019,October,Methadone (T40.3),50.0
8520,IN,2019,September,Cocaine (T40.5),253.0
8521,IN,2019,September,"Synthetic opioids, excl. methadone (T40.4)",829.0
8522,IN,2019,September,"Opioids (T40.0-T40.4,T40.6)",1181.0
8523,IN,2019,September,Psychostimulants with abuse potential (T43.6),475.0
8524,IN,2019,September,Methadone (T40.3),50.0
8525,IN,2019,September,Natural & semi-synthetic opioids (T40.2),353.0
8526,IN,2019,September,Number of Drug Overdose Deaths,1636.0
8527,IN,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",394.0
8528,IN,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1065.0
8529,IN,2019,September,Number of Deaths,66021.0
8530,IN,2019,September,Heroin (T40.1),292.0
8531,IN,2019,September,Percent with drugs specified,94.9266503667482
8532,IN,2020,April,Psychostimulants with abuse potential (T43.6),604.0
8533,IN,2020,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1328.0
8534,IN,2020,April,Number of Deaths,68888.0
8535,IN,2020,April,Heroin (T40.1),264.0
8536,IN,2020,April,Methadone (T40.3),48.0
8537,IN,2020,April,"Opioids (T40.0-T40.4,T40.6)",1413.0
8538,IN,2020,April,Cocaine (T40.5),296.0
8539,IN,2020,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",396.0
8540,IN,2020,April,Percent with drugs specified,97.5453575240128
8541,IN,2020,April,Natural & semi-synthetic opioids (T40.2),355.0
8542,IN,2020,April,Number of Drug Overdose Deaths,1874.0
8543,IN,2020,April,"Synthetic opioids, excl. methadone (T40.4)",1121.0
8544,IN,2020,February,Cocaine (T40.5),277.0
8545,IN,2020,February,Number of Deaths,67298.0
8546,IN,2020,February,Psychostimulants with abuse potential (T43.6),573.0
8547,IN,2020,February,Methadone (T40.3),52.0
8548,IN,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",394.0
8549,IN,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1240.0
8550,IN,2020,February,Percent with drugs specified,97.5446428571429
8551,IN,2020,February,"Synthetic opioids, excl. methadone (T40.4)",1011.0
8552,IN,2020,February,Number of Drug Overdose Deaths,1792.0
8553,IN,2020,February,Heroin (T40.1),302.0
8554,IN,2020,February,"Opioids (T40.0-T40.4,T40.6)",1342.0
8555,IN,2020,February,Natural & semi-synthetic opioids (T40.2),350.0
8556,IN,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",407.0
8557,IN,2020,January,Psychostimulants with abuse potential (T43.6),540.0
8558,IN,2020,January,"Opioids (T40.0-T40.4,T40.6)",1309.0
8559,IN,2020,January,Cocaine (T40.5),279.0
8560,IN,2020,January,Percent with drugs specified,97.2602739726027
8561,IN,2020,January,Methadone (T40.3),52.0
8562,IN,2020,January,Number of Deaths,66894.0
8563,IN,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1207.0
8564,IN,2020,January,Natural & semi-synthetic opioids (T40.2),363.0
8565,IN,2020,January,Heroin (T40.1),302.0
8566,IN,2020,January,"Synthetic opioids, excl. methadone (T40.4)",972.0
8567,IN,2020,January,Number of Drug Overdose Deaths,1752.0
8568,IN,2020,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",377.0
8569,IN,2020,March,Psychostimulants with abuse potential (T43.6),576.0
8570,IN,2020,March,Methadone (T40.3),46.0
8571,IN,2020,March,"Synthetic opioids, excl. methadone (T40.4)",1037.0
8572,IN,2020,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1249.0
8573,IN,2020,March,Percent with drugs specified,97.3288814691152
8574,IN,2020,March,"Opioids (T40.0-T40.4,T40.6)",1338.0
8575,IN,2020,March,Cocaine (T40.5),278.0
8576,IN,2020,March,Number of Deaths,67639.0
8577,IN,2020,March,Natural & semi-synthetic opioids (T40.2),337.0
8578,IN,2020,March,Number of Drug Overdose Deaths,1797.0
8579,IN,2020,March,Heroin (T40.1),278.0
8580,KS,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8581,KS,2016,April,Cocaine (T40.5),
8582,KS,2016,April,Number of Drug Overdose Deaths,312.0
8583,KS,2016,April,Psychostimulants with abuse potential (T43.6),
8584,KS,2016,April,Number of Deaths,25463.0
8585,KS,2016,April,Methadone (T40.3),
8586,KS,2016,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8587,KS,2016,April,Heroin (T40.1),
8588,KS,2016,April,"Opioids (T40.0-T40.4,T40.6)",
8589,KS,2016,April,Natural & semi-synthetic opioids (T40.2),
8590,KS,2016,April,Percent with drugs specified,77.2435897435898
8591,KS,2016,April,"Synthetic opioids, excl. methadone (T40.4)",
8592,KS,2016,August,Heroin (T40.1),
8593,KS,2016,August,Methadone (T40.3),
8594,KS,2016,August,Psychostimulants with abuse potential (T43.6),
8595,KS,2016,August,Percent with drugs specified,81.875
8596,KS,2016,August,Number of Deaths,25308.0
8597,KS,2016,August,"Opioids (T40.0-T40.4,T40.6)",
8598,KS,2016,August,Cocaine (T40.5),
8599,KS,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8600,KS,2016,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8601,KS,2016,August,"Synthetic opioids, excl. methadone (T40.4)",
8602,KS,2016,August,Natural & semi-synthetic opioids (T40.2),
8603,KS,2016,August,Number of Drug Overdose Deaths,320.0
8604,KS,2016,December,Number of Drug Overdose Deaths,313.0
8605,KS,2016,December,Natural & semi-synthetic opioids (T40.2),
8606,KS,2016,December,"Opioids (T40.0-T40.4,T40.6)",
8607,KS,2016,December,Number of Deaths,25489.0
8608,KS,2016,December,Heroin (T40.1),
8609,KS,2016,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8610,KS,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8611,KS,2016,December,Cocaine (T40.5),
8612,KS,2016,December,Psychostimulants with abuse potential (T43.6),
8613,KS,2016,December,Methadone (T40.3),
8614,KS,2016,December,"Synthetic opioids, excl. methadone (T40.4)",
8615,KS,2016,December,Percent with drugs specified,80.19169329073479
8616,KS,2016,February,Number of Drug Overdose Deaths,317.0
8617,KS,2016,February,Psychostimulants with abuse potential (T43.6),
8618,KS,2016,February,Number of Deaths,25507.0
8619,KS,2016,February,"Synthetic opioids, excl. methadone (T40.4)",
8620,KS,2016,February,Cocaine (T40.5),
8621,KS,2016,February,"Opioids (T40.0-T40.4,T40.6)",
8622,KS,2016,February,Natural & semi-synthetic opioids (T40.2),
8623,KS,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8624,KS,2016,February,Percent with drugs specified,76.0252365930599
8625,KS,2016,February,Methadone (T40.3),
8626,KS,2016,February,Heroin (T40.1),
8627,KS,2016,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8628,KS,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8629,KS,2016,January,Natural & semi-synthetic opioids (T40.2),
8630,KS,2016,January,"Synthetic opioids, excl. methadone (T40.4)",
8631,KS,2016,January,Methadone (T40.3),
8632,KS,2016,January,Number of Deaths,25598.0
8633,KS,2016,January,Number of Drug Overdose Deaths,313.0
8634,KS,2016,January,Percent with drugs specified,75.07987220447279
8635,KS,2016,January,"Opioids (T40.0-T40.4,T40.6)",
8636,KS,2016,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8637,KS,2016,January,Heroin (T40.1),
8638,KS,2016,January,Cocaine (T40.5),
8639,KS,2016,January,Psychostimulants with abuse potential (T43.6),
8640,KS,2016,July,Psychostimulants with abuse potential (T43.6),
8641,KS,2016,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8642,KS,2016,July,Methadone (T40.3),
8643,KS,2016,July,"Opioids (T40.0-T40.4,T40.6)",
8644,KS,2016,July,Cocaine (T40.5),
8645,KS,2016,July,Heroin (T40.1),
8646,KS,2016,July,Percent with drugs specified,80.0
8647,KS,2016,July,Number of Deaths,25292.0
8648,KS,2016,July,Natural & semi-synthetic opioids (T40.2),
8649,KS,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8650,KS,2016,July,"Synthetic opioids, excl. methadone (T40.4)",
8651,KS,2016,July,Number of Drug Overdose Deaths,320.0
8652,KS,2016,June,Cocaine (T40.5),
8653,KS,2016,June,"Opioids (T40.0-T40.4,T40.6)",
8654,KS,2016,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8655,KS,2016,June,Psychostimulants with abuse potential (T43.6),
8656,KS,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8657,KS,2016,June,"Synthetic opioids, excl. methadone (T40.4)",
8658,KS,2016,June,Methadone (T40.3),
8659,KS,2016,June,Number of Drug Overdose Deaths,319.0
8660,KS,2016,June,Number of Deaths,25353.0
8661,KS,2016,June,Percent with drugs specified,78.6833855799373
8662,KS,2016,June,Natural & semi-synthetic opioids (T40.2),
8663,KS,2016,June,Heroin (T40.1),
8664,KS,2016,March,"Opioids (T40.0-T40.4,T40.6)",
8665,KS,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",
8666,KS,2016,March,Methadone (T40.3),
8667,KS,2016,March,Natural & semi-synthetic opioids (T40.2),
8668,KS,2016,March,Psychostimulants with abuse potential (T43.6),
8669,KS,2016,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",
8670,KS,2016,March,"Synthetic opioids, excl. methadone (T40.4)",
8671,KS,2016,March,Cocaine (T40.5),
8672,KS,2016,March,Percent with drugs specified,76.6773162939297
