State,Year,Month,Drug Name,Death Count
IA,2019,July,Heroin ,33
IA,2019,July,Methadone,10
IA,2019,July,Opioids ,139
IA,2019,July,Prescription Opioids,317
IA,2019,August,Cocaine ,11
IA,2019,August,Heroin ,33
IA,2019,August,Methadone,10
IA,2019,August,Opioids ,140
IA,2019,August,Prescription Opioids,316
IA,2019,September,Cocaine ,14
IA,2019,September,Heroin ,36
IA,2019,September,Methadone,11
IA,2019,September,Opioids ,143
IA,2019,September,Prescription Opioids,323
IA,2019,October,Cocaine ,14
IA,2019,October,Heroin ,33
IA,2019,October,Methadone,10
IA,2019,October,Opioids ,146
IA,2019,October,Prescription Opioids,333
IA,2019,November,Cocaine ,15
IA,2019,November,Heroin ,34
IA,2019,November,Methadone,10
IA,2019,November,Opioids ,149
IA,2019,November,Prescription Opioids,344
IA,2019,December,Cocaine ,18
IA,2019,December,Heroin ,40
IA,2019,December,Methadone,11
IA,2019,December,Opioids ,157
IA,2019,December,Prescription Opioids,358
IL,2016,January,Cocaine ,345
IL,2016,January,Heroin ,896
IL,2016,January,Methadone,100
IL,2016,January,Opioids ,1460
IL,2016,January,Prescription Opioids,1564
IL,2016,February,Cocaine ,359
IL,2016,February,Heroin ,911
IL,2016,February,Methadone,100
IL,2016,February,Opioids ,1508
IL,2016,February,Prescription Opioids,1666
IL,2016,March,Cocaine ,371
IL,2016,March,Heroin ,916
IL,2016,March,Methadone,100
IL,2016,March,Opioids ,1560
IL,2016,March,Prescription Opioids,1792
IL,2016,April,Cocaine ,390
IL,2016,April,Heroin ,949
IL,2016,April,Methadone,105
IL,2016,April,Opioids ,1636
IL,2016,April,Prescription Opioids,1964
IL,2016,May,Cocaine ,394
IL,2016,May,Heroin ,960
IL,2016,May,Methadone,109
IL,2016,May,Opioids ,1699
IL,2016,May,Prescription Opioids,2140
IL,2016,June,Cocaine ,403
IL,2016,June,Heroin ,994
IL,2016,June,Methadone,113
IL,2016,June,Opioids ,1781
IL,2016,June,Prescription Opioids,2366
IL,2016,July,Cocaine ,422
IL,2016,July,Heroin ,1007
IL,2016,July,Methadone,110
IL,2016,July,Opioids ,1824
IL,2016,July,Prescription Opioids,2539
IL,2016,August,Cocaine ,437
IL,2016,August,Heroin ,1017
IL,2016,August,Methadone,110
IL,2016,August,Opioids ,1841
IL,2016,August,Prescription Opioids,2615
IL,2016,September,Cocaine ,469
IL,2016,September,Heroin ,1020
IL,2016,September,Methadone,109
IL,2016,September,Opioids ,1879
IL,2016,September,Prescription Opioids,2737
IL,2016,October,Cocaine ,474
IL,2016,October,Heroin ,1011
IL,2016,October,Methadone,116
IL,2016,October,Opioids ,1861
IL,2016,October,Prescription Opioids,2751
IL,2016,November,Cocaine ,488
IL,2016,November,Heroin ,1014
IL,2016,November,Methadone,119
IL,2016,November,Opioids ,1894
IL,2016,November,Prescription Opioids,2901
IL,2016,December,Cocaine ,511
IL,2016,December,Heroin ,1069
IL,2016,December,Methadone,123
IL,2016,December,Opioids ,1985
IL,2016,December,Prescription Opioids,3072
IL,2017,January,Cocaine ,548
IL,2017,January,Heroin ,1125
IL,2017,January,Methadone,136
IL,2017,January,Opioids ,2064
IL,2017,January,Prescription Opioids,3240
IL,2017,February,Cocaine ,573
IL,2017,February,Heroin ,1159
IL,2017,February,Methadone,138
IL,2017,February,Opioids ,2091
IL,2017,February,Prescription Opioids,3347
IL,2017,March,Cocaine ,588
IL,2017,March,Heroin ,1174
IL,2017,March,Methadone,138
IL,2017,March,Opioids ,2089
IL,2017,March,Prescription Opioids,3388
IL,2017,April,Cocaine ,599
IL,2017,April,Heroin ,1150
IL,2017,April,Methadone,138
IL,2017,April,Opioids ,2050
IL,2017,April,Prescription Opioids,3343
IL,2017,May,Cocaine ,610
IL,2017,May,Heroin ,1158
IL,2017,May,Methadone,140
IL,2017,May,Opioids ,1998
IL,2017,May,Prescription Opioids,3294
IL,2017,June,Cocaine ,634
IL,2017,June,Heroin ,1152
IL,2017,June,Methadone,135
IL,2017,June,Opioids ,1978
IL,2017,June,Prescription Opioids,3263
IL,2017,July,Cocaine ,646
IL,2017,July,Heroin ,1154
IL,2017,July,Methadone,148
IL,2017,July,Opioids ,1994
IL,2017,July,Prescription Opioids,3291
IL,2017,August,Cocaine ,686
IL,2017,August,Heroin ,1158
IL,2017,August,Methadone,153
IL,2017,August,Opioids ,2052
IL,2017,August,Prescription Opioids,3458
IL,2017,September,Cocaine ,707
IL,2017,September,Heroin ,1182
IL,2017,September,Methadone,161
IL,2017,September,Opioids ,2123
IL,2017,September,Prescription Opioids,3678
IL,2017,October,Cocaine ,732
IL,2017,October,Heroin ,1221
IL,2017,October,Methadone,156
IL,2017,October,Opioids ,2188
IL,2017,October,Prescription Opioids,3849
IL,2017,November,Cocaine ,746
IL,2017,November,Heroin ,1250
IL,2017,November,Methadone,156
IL,2017,November,Opioids ,2240
IL,2017,November,Prescription Opioids,3981
IL,2017,December,Cocaine ,751
IL,2017,December,Heroin ,1215
IL,2017,December,Methadone,154
IL,2017,December,Opioids ,2214
IL,2017,December,Prescription Opioids,4012
IL,2018,January,Cocaine ,759
IL,2018,January,Heroin ,1180
IL,2018,January,Methadone,149
IL,2018,January,Opioids ,2198
IL,2018,January,Prescription Opioids,4043
IL,2018,February,Cocaine ,755
IL,2018,February,Heroin ,1153
IL,2018,February,Methadone,151
IL,2018,February,Opioids ,2181
IL,2018,February,Prescription Opioids,4048
IL,2018,March,Cocaine ,779
IL,2018,March,Heroin ,1146
IL,2018,March,Methadone,159
IL,2018,March,Opioids ,2212
IL,2018,March,Prescription Opioids,4171
IL,2018,April,Cocaine ,786
IL,2018,April,Heroin ,1159
IL,2018,April,Methadone,167
IL,2018,April,Opioids ,2238
IL,2018,April,Prescription Opioids,4297
IL,2018,May,Cocaine ,805
IL,2018,May,Heroin ,1154
IL,2018,May,Methadone,163
IL,2018,May,Opioids ,2283
IL,2018,May,Prescription Opioids,4413
IL,2018,June,Cocaine ,787
IL,2018,June,Heroin ,1140
IL,2018,June,Methadone,168
IL,2018,June,Opioids ,2292
IL,2018,June,Prescription Opioids,4485
IL,2018,July,Cocaine ,788
IL,2018,July,Heroin ,1161
IL,2018,July,Methadone,159
IL,2018,July,Opioids ,2325
IL,2018,July,Prescription Opioids,4590
IL,2018,August,Cocaine ,781
IL,2018,August,Heroin ,1150
IL,2018,August,Methadone,157
IL,2018,August,Opioids ,2285
IL,2018,August,Prescription Opioids,4516
IL,2018,September,Cocaine ,774
IL,2018,September,Heroin ,1132
IL,2018,September,Methadone,153
IL,2018,September,Opioids ,2224
IL,2018,September,Prescription Opioids,4400
IL,2018,October,Cocaine ,786
IL,2018,October,Heroin ,1128
IL,2018,October,Methadone,157
IL,2018,October,Opioids ,2224
IL,2018,October,Prescription Opioids,4419
IL,2018,November,Cocaine ,779
IL,2018,November,Heroin ,1087
IL,2018,November,Methadone,157
IL,2018,November,Opioids ,2179
IL,2018,November,Prescription Opioids,4378
IL,2018,December,Cocaine ,784
IL,2018,December,Heroin ,1090
IL,2018,December,Methadone,159
IL,2018,December,Opioids ,2193
IL,2018,December,Prescription Opioids,4432
IL,2019,January,Cocaine ,770
IL,2019,January,Heroin ,1077
IL,2019,January,Methadone,149
IL,2019,January,Opioids ,2158
IL,2019,January,Prescription Opioids,4379
IL,2019,February,Cocaine ,755
IL,2019,February,Heroin ,1048
IL,2019,February,Methadone,141
IL,2019,February,Opioids ,2127
IL,2019,February,Prescription Opioids,4342
IL,2019,March,Cocaine ,726
IL,2019,March,Heroin ,1034
IL,2019,March,Methadone,130
IL,2019,March,Opioids ,2090
IL,2019,March,Prescription Opioids,4249
IL,2019,April,Cocaine ,720
IL,2019,April,Heroin ,1016
IL,2019,April,Methadone,117
IL,2019,April,Opioids ,2064
IL,2019,April,Prescription Opioids,4184
IL,2019,May,Cocaine ,731
IL,2019,May,Heroin ,1029
IL,2019,May,Methadone,120
IL,2019,May,Opioids ,2104
IL,2019,May,Prescription Opioids,4278
IL,2019,June,Cocaine ,754
IL,2019,June,Heroin ,1029
IL,2019,June,Methadone,120
IL,2019,June,Opioids ,2111
IL,2019,June,Prescription Opioids,4295
IL,2019,July,Cocaine ,770
IL,2019,July,Heroin ,989
IL,2019,July,Methadone,131
IL,2019,July,Opioids ,2078
IL,2019,July,Prescription Opioids,4274
IL,2019,August,Cocaine ,794
IL,2019,August,Heroin ,1005
IL,2019,August,Methadone,133
IL,2019,August,Opioids ,2126
IL,2019,August,Prescription Opioids,4429
IL,2019,September,Cocaine ,811
IL,2019,September,Heroin ,1009
IL,2019,September,Methadone,135
IL,2019,September,Opioids ,2151
IL,2019,September,Prescription Opioids,4485
IL,2019,October,Cocaine ,818
IL,2019,October,Heroin ,976
IL,2019,October,Methadone,131
IL,2019,October,Opioids ,2136
IL,2019,October,Prescription Opioids,4461
IL,2019,November,Cocaine ,849
IL,2019,November,Heroin ,984
IL,2019,November,Methadone,134
IL,2019,November,Opioids ,2178
IL,2019,November,Prescription Opioids,4531
IL,2019,December,Cocaine ,877
IL,2019,December,Heroin ,1001
IL,2019,December,Methadone,142
IL,2019,December,Opioids ,2231
IL,2019,December,Prescription Opioids,4660
IN,2019,March,Cocaine ,242
IN,2019,March,Heroin ,302
IN,2019,March,Methadone,57
IN,2019,March,Opioids ,1098
IN,2019,March,Prescription Opioids,2369
IN,2019,April,Cocaine ,239
IN,2019,April,Heroin ,311
IN,2019,April,Methadone,54
IN,2019,April,Opioids ,1082
IN,2019,April,Prescription Opioids,2335
IN,2019,May,Cocaine ,243
IN,2019,May,Heroin ,301
IN,2019,May,Methadone,54
IN,2019,May,Opioids ,1106
IN,2019,May,Prescription Opioids,2429
IN,2019,June,Cocaine ,252
IN,2019,June,Heroin ,290
IN,2019,June,Methadone,53
IN,2019,June,Opioids ,1102
IN,2019,June,Prescription Opioids,2406
IN,2019,July,Cocaine ,256
IN,2019,July,Heroin ,289
IN,2019,July,Methadone,51
IN,2019,July,Opioids ,1133
IN,2019,July,Prescription Opioids,2496
IN,2019,August,Cocaine ,261
IN,2019,August,Heroin ,293
IN,2019,August,Methadone,50
IN,2019,August,Opioids ,1151
IN,2019,August,Prescription Opioids,2545
IN,2019,September,Cocaine ,253
IN,2019,September,Heroin ,292
IN,2019,September,Methadone,50
IN,2019,September,Opioids ,1181
IN,2019,September,Prescription Opioids,2641
IN,2019,October,Cocaine ,261
IN,2019,October,Heroin ,293
IN,2019,October,Methadone,50
IN,2019,October,Opioids ,1202
IN,2019,October,Prescription Opioids,2715
IN,2019,November,Cocaine ,260
IN,2019,November,Heroin ,297
IN,2019,November,Methadone,50
IN,2019,November,Opioids ,1233
IN,2019,November,Prescription Opioids,2755
IN,2019,December,Cocaine ,269
IN,2019,December,Heroin ,303
IN,2019,December,Methadone,52
IN,2019,December,Opioids ,1255
IN,2019,December,Prescription Opioids,2818
KS,2019,August,Cocaine ,28
KS,2019,August,Heroin ,35
KS,2019,August,Methadone,14
KS,2019,August,Opioids ,166
KS,2019,August,Prescription Opioids,346
KS,2019,September,Cocaine ,29
KS,2019,September,Heroin ,37
KS,2019,September,Methadone,14
KS,2019,September,Opioids ,168
KS,2019,September,Prescription Opioids,344
KS,2019,October,Cocaine ,32
KS,2019,October,Heroin ,34
KS,2019,October,Methadone,13
KS,2019,October,Opioids ,161
KS,2019,October,Prescription Opioids,337
KS,2019,November,Cocaine ,30
KS,2019,November,Heroin ,36
KS,2019,November,Methadone,14
KS,2019,November,Opioids ,170
KS,2019,November,Prescription Opioids,356
KS,2019,December,Cocaine ,31
KS,2019,December,Heroin ,38
KS,2019,December,Methadone,17
KS,2019,December,Opioids ,170
KS,2019,December,Prescription Opioids,352
KY,2018,February,Cocaine ,169
KY,2018,February,Heroin ,228
KY,2018,February,Methadone,50
KY,2018,February,Opioids ,1110
KY,2018,February,Prescription Opioids,2568
KY,2018,March,Cocaine ,158
KY,2018,March,Heroin ,209
KY,2018,March,Methadone,50
KY,2018,March,Opioids ,1080
KY,2018,March,Prescription Opioids,2488
KY,2018,April,Cocaine ,157
KY,2018,April,Heroin ,191
KY,2018,April,Methadone,51
KY,2018,April,Opioids ,1051
KY,2018,April,Prescription Opioids,2427
KY,2018,May,Cocaine ,153
KY,2018,May,Heroin ,182
KY,2018,May,Methadone,49
KY,2018,May,Opioids ,1033
KY,2018,May,Prescription Opioids,2363
KY,2018,June,Cocaine ,154
KY,2018,June,Heroin ,179
KY,2018,June,Methadone,49
KY,2018,June,Opioids ,1042
KY,2018,June,Prescription Opioids,2379
KY,2018,July,Cocaine ,151
KY,2018,July,Heroin ,176
KY,2018,July,Methadone,46
KY,2018,July,Opioids ,1052
KY,2018,July,Prescription Opioids,2389
KY,2018,August,Cocaine ,146
KY,2018,August,Heroin ,175
KY,2018,August,Methadone,45
KY,2018,August,Opioids ,1046
KY,2018,August,Prescription Opioids,2385
KY,2018,September,Cocaine ,141
KY,2018,September,Heroin ,170
KY,2018,September,Methadone,46
KY,2018,September,Opioids ,1045
KY,2018,September,Prescription Opioids,2390
KY,2018,October,Cocaine ,142
KY,2018,October,Heroin ,170
KY,2018,October,Methadone,44
KY,2018,October,Opioids ,1039
KY,2018,October,Prescription Opioids,2348
KY,2018,November,Cocaine ,134
KY,2018,November,Heroin ,159
KY,2018,November,Methadone,39
KY,2018,November,Opioids ,1030
KY,2018,November,Prescription Opioids,2356
KY,2018,December,Cocaine ,126
KY,2018,December,Heroin ,144
KY,2018,December,Methadone,40
KY,2018,December,Opioids ,1001
KY,2018,December,Prescription Opioids,2289
KY,2019,January,Cocaine ,123
KY,2019,January,Heroin ,146
KY,2019,January,Methadone,41
KY,2019,January,Opioids ,999
KY,2019,January,Prescription Opioids,2287
KY,2019,February,Cocaine ,117
KY,2019,February,Heroin ,144
KY,2019,February,Methadone,36
KY,2019,February,Opioids ,980
KY,2019,February,Prescription Opioids,2256
KY,2019,March,Cocaine ,120
KY,2019,March,Heroin ,144
KY,2019,March,Methadone,35
KY,2019,March,Opioids ,988
KY,2019,March,Prescription Opioids,2288
KY,2019,April,Cocaine ,115
KY,2019,April,Heroin ,151
KY,2019,April,Methadone,30
KY,2019,April,Opioids ,989
KY,2019,April,Prescription Opioids,2286
KY,2019,May,Cocaine ,122
KY,2019,May,Heroin ,150
KY,2019,May,Methadone,31
KY,2019,May,Opioids ,999
KY,2019,May,Prescription Opioids,2328
KY,2019,June,Cocaine ,122
KY,2019,June,Heroin ,154
KY,2019,June,Methadone,28
KY,2019,June,Opioids ,998
KY,2019,June,Prescription Opioids,2328
KY,2019,July,Cocaine ,115
KY,2019,July,Heroin ,156
KY,2019,July,Methadone,27
KY,2019,July,Opioids ,993
KY,2019,July,Prescription Opioids,2338
KY,2019,August,Cocaine ,112
KY,2019,August,Heroin ,150
KY,2019,August,Methadone,27
KY,2019,August,Opioids ,968
KY,2019,August,Prescription Opioids,2295
KY,2019,September,Cocaine ,111
KY,2019,September,Heroin ,146
KY,2019,September,Methadone,27
KY,2019,September,Opioids ,966
KY,2019,September,Prescription Opioids,2293
KY,2019,October,Cocaine ,105
KY,2019,October,Heroin ,140
KY,2019,October,Methadone,29
KY,2019,October,Opioids ,979
KY,2019,October,Prescription Opioids,2357
KY,2019,November,Cocaine ,111
KY,2019,November,Heroin ,140
KY,2019,November,Methadone,30
KY,2019,November,Opioids ,979
KY,2019,November,Prescription Opioids,2350
KY,2019,December,Cocaine ,122
KY,2019,December,Heroin ,148
KY,2019,December,Methadone,30
KY,2019,December,Opioids ,1023
KY,2019,December,Prescription Opioids,2466
MA,2016,January,Cocaine ,411
MA,2016,January,Heroin ,631
MA,2016,January,Methadone,77
MA,2016,January,Opioids ,1551
MA,2016,January,Prescription Opioids,2601
MA,2016,February,Cocaine ,430
MA,2016,February,Heroin ,657
MA,2016,February,Methadone,82
MA,2016,February,Opioids ,1595
MA,2016,February,Prescription Opioids,2706
MA,2016,March,Cocaine ,428
MA,2016,March,Heroin ,666
MA,2016,March,Methadone,82
MA,2016,March,Opioids ,1613
MA,2016,March,Prescription Opioids,2787
MA,2016,April,Cocaine ,446
MA,2016,April,Heroin ,674
MA,2016,April,Methadone,88
MA,2016,April,Opioids ,1681
MA,2016,April,Prescription Opioids,2956
MA,2016,May,Cocaine ,469
MA,2016,May,Heroin ,681
MA,2016,May,Methadone,90
MA,2016,May,Opioids ,1722
MA,2016,May,Prescription Opioids,3111
MA,2016,June,Cocaine ,492
MA,2016,June,Heroin ,683
MA,2016,June,Methadone,91
MA,2016,June,Opioids ,1780
MA,2016,June,Prescription Opioids,3279
MA,2016,July,Cocaine ,520
MA,2016,July,Heroin ,687
MA,2016,July,Methadone,95
MA,2016,July,Opioids ,1839
MA,2016,July,Prescription Opioids,3417
MA,2016,August,Cocaine ,534
MA,2016,August,Heroin ,681
MA,2016,August,Methadone,94
MA,2016,August,Opioids ,1865
MA,2016,August,Prescription Opioids,3508
MA,2016,September,Cocaine ,543
MA,2016,September,Heroin ,675
MA,2016,September,Methadone,90
MA,2016,September,Opioids ,1900
MA,2016,September,Prescription Opioids,3614
MA,2016,October,Cocaine ,544
MA,2016,October,Heroin ,646
MA,2016,October,Methadone,91
MA,2016,October,Opioids ,1918
MA,2016,October,Prescription Opioids,3710
MA,2016,November,Cocaine ,552
MA,2016,November,Heroin ,627
MA,2016,November,Methadone,91
MA,2016,November,Opioids ,1935
MA,2016,November,Prescription Opioids,3789
MA,2016,December,Cocaine ,567
MA,2016,December,Heroin ,620
MA,2016,December,Methadone,93
MA,2016,December,Opioids ,1978
MA,2016,December,Prescription Opioids,3895
MA,2017,January,Cocaine ,571
MA,2017,January,Heroin ,607
MA,2017,January,Methadone,93
MA,2017,January,Opioids ,2001
MA,2017,January,Prescription Opioids,3968
MA,2017,February,Cocaine ,587
MA,2017,February,Heroin ,581
MA,2017,February,Methadone,90
MA,2017,February,Opioids ,1984
MA,2017,February,Prescription Opioids,3968
MA,2017,March,Cocaine ,612
MA,2017,March,Heroin ,566
MA,2017,March,Methadone,93
MA,2017,March,Opioids ,1978
MA,2017,March,Prescription Opioids,3973
MA,2017,April,Cocaine ,606
MA,2017,April,Heroin ,557
MA,2017,April,Methadone,88
MA,2017,April,Opioids ,1941
MA,2017,April,Prescription Opioids,3873
MA,2017,May,Cocaine ,607
MA,2017,May,Heroin ,534
MA,2017,May,Methadone,86
MA,2017,May,Opioids ,1914
MA,2017,May,Prescription Opioids,3830
MA,2017,June,Cocaine ,611
MA,2017,June,Heroin ,523
MA,2017,June,Methadone,81
MA,2017,June,Opioids ,1876
MA,2017,June,Prescription Opioids,3747
MA,2017,July,Cocaine ,597
MA,2017,July,Heroin ,516
MA,2017,July,Methadone,76
MA,2017,July,Opioids ,1857
MA,2017,July,Prescription Opioids,3759
MA,2017,August,Cocaine ,615
MA,2017,August,Heroin ,506
MA,2017,August,Methadone,74
MA,2017,August,Opioids ,1876
MA,2017,August,Prescription Opioids,3838
MA,2017,September,Cocaine ,615
MA,2017,September,Heroin ,490
MA,2017,September,Methadone,77
MA,2017,September,Opioids ,1883
MA,2017,September,Prescription Opioids,3875
MA,2017,October,Cocaine ,637
MA,2017,October,Heroin ,474
MA,2017,October,Methadone,77
MA,2017,October,Opioids ,1863
MA,2017,October,Prescription Opioids,3848
MA,2017,November,Cocaine ,667
MA,2017,November,Heroin ,467
MA,2017,November,Methadone,82
MA,2017,November,Opioids ,1867
MA,2017,November,Prescription Opioids,3874
MA,2017,December,Cocaine ,701
MA,2017,December,Heroin ,460
MA,2017,December,Methadone,80
MA,2017,December,Opioids ,1896
MA,2017,December,Prescription Opioids,3966
MA,2018,January,Cocaine ,719
MA,2018,January,Heroin ,451
MA,2018,January,Methadone,82
MA,2018,January,Opioids ,1923
MA,2018,January,Prescription Opioids,4060
MA,2018,February,Cocaine ,719
MA,2018,February,Heroin ,440
MA,2018,February,Methadone,78
MA,2018,February,Opioids ,1923
MA,2018,February,Prescription Opioids,4079
MA,2018,March,Cocaine ,700
MA,2018,March,Heroin ,443
MA,2018,March,Methadone,73
MA,2018,March,Opioids ,1918
MA,2018,March,Prescription Opioids,4096
MA,2018,April,Cocaine ,707
MA,2018,April,Heroin ,441
MA,2018,April,Methadone,76
MA,2018,April,Opioids ,1929
MA,2018,April,Prescription Opioids,4165
MA,2018,May,Cocaine ,732
MA,2018,May,Heroin ,452
MA,2018,May,Methadone,79
MA,2018,May,Opioids ,1981
MA,2018,May,Prescription Opioids,4302
MA,2018,June,Cocaine ,762
MA,2018,June,Heroin ,473
MA,2018,June,Methadone,85
MA,2018,June,Opioids ,2037
MA,2018,June,Prescription Opioids,4454
MA,2018,July,Cocaine ,784
MA,2018,July,Heroin ,482
MA,2018,July,Methadone,92
MA,2018,July,Opioids ,2071
MA,2018,July,Prescription Opioids,4525
MA,2018,August,Cocaine ,778
MA,2018,August,Heroin ,488
MA,2018,August,Methadone,94
MA,2018,August,Opioids ,2060
MA,2018,August,Prescription Opioids,4510
MA,2018,September,Cocaine ,785
MA,2018,September,Heroin ,470
MA,2018,September,Methadone,91
MA,2018,September,Opioids ,2022
MA,2018,September,Prescription Opioids,4437
MA,2018,October,Cocaine ,764
MA,2018,October,Heroin ,476
MA,2018,October,Methadone,87
MA,2018,October,Opioids ,2009
MA,2018,October,Prescription Opioids,4403
MA,2018,November,Cocaine ,748
MA,2018,November,Heroin ,483
MA,2018,November,Methadone,86
MA,2018,November,Opioids ,2006
MA,2018,November,Prescription Opioids,4375
MA,2018,December,Cocaine ,721
MA,2018,December,Heroin ,484
MA,2018,December,Methadone,86
MA,2018,December,Opioids ,1996
MA,2018,December,Prescription Opioids,4350
MA,2019,January,Cocaine ,719
MA,2019,January,Heroin ,484
MA,2019,January,Methadone,82
MA,2019,January,Opioids ,1965
MA,2019,January,Prescription Opioids,4279
MA,2019,February,Cocaine ,708
MA,2019,February,Heroin ,493
MA,2019,February,Methadone,80
MA,2019,February,Opioids ,1952
MA,2019,February,Prescription Opioids,4257
MA,2019,March,Cocaine ,720
MA,2019,March,Heroin ,495
MA,2019,March,Methadone,74
MA,2019,March,Opioids ,1972
MA,2019,March,Prescription Opioids,4284
MA,2019,April,Cocaine ,729
MA,2019,April,Heroin ,484
MA,2019,April,Methadone,73
MA,2019,April,Opioids ,1965
MA,2019,April,Prescription Opioids,4272
MA,2019,May,Cocaine ,717
MA,2019,May,Heroin ,475
MA,2019,May,Methadone,69
MA,2019,May,Opioids ,1947
MA,2019,May,Prescription Opioids,4226
MA,2019,June,Cocaine ,709
MA,2019,June,Heroin ,446
MA,2019,June,Methadone,66
MA,2019,June,Opioids ,1927
MA,2019,June,Prescription Opioids,4176
MA,2019,July,Cocaine ,709
MA,2019,July,Heroin ,424
MA,2019,July,Methadone,60
MA,2019,July,Opioids ,1912
MA,2019,July,Prescription Opioids,4147
MA,2019,August,Cocaine ,714
MA,2019,August,Heroin ,403
MA,2019,August,Methadone,57
MA,2019,August,Opioids ,1905
MA,2019,August,Prescription Opioids,4117
MA,2019,September,Cocaine ,724
MA,2019,September,Heroin ,406
MA,2019,September,Methadone,56
MA,2019,September,Opioids ,1913
MA,2019,September,Prescription Opioids,4134
MA,2019,October,Cocaine ,763
MA,2019,October,Heroin ,400
MA,2019,October,Methadone,59
MA,2019,October,Opioids ,1950
MA,2019,October,Prescription Opioids,4219
MA,2019,November,Cocaine ,780
MA,2019,November,Heroin ,383
MA,2019,November,Methadone,51
MA,2019,November,Opioids ,1969
MA,2019,November,Prescription Opioids,4284
MA,2019,December,Cocaine ,786
MA,2019,December,Heroin ,378
MA,2019,December,Methadone,60
MA,2019,December,Opioids ,1978
MA,2019,December,Prescription Opioids,4347
MD,2016,January,Cocaine ,154
MD,2016,January,Heroin ,418
MD,2016,January,Methadone,179
MD,2016,January,Opioids ,1112
MD,2016,January,Prescription Opioids,2082
MD,2016,February,Cocaine ,164
MD,2016,February,Heroin ,421
MD,2016,February,Methadone,183
MD,2016,February,Opioids ,1150
MD,2016,February,Prescription Opioids,2177
MD,2016,March,Cocaine ,171
MD,2016,March,Heroin ,433
MD,2016,March,Methadone,183
MD,2016,March,Opioids ,1201
MD,2016,March,Prescription Opioids,2306
MD,2016,April,Cocaine ,179
MD,2016,April,Heroin ,468
MD,2016,April,Methadone,180
MD,2016,April,Opioids ,1286
MD,2016,April,Prescription Opioids,2534
MD,2016,May,Cocaine ,199
MD,2016,May,Heroin ,506
MD,2016,May,Methadone,177
MD,2016,May,Opioids ,1389
MD,2016,May,Prescription Opioids,2802
MD,2016,June,Cocaine ,221
MD,2016,June,Heroin ,560
MD,2016,June,Methadone,180
MD,2016,June,Opioids ,1491
MD,2016,June,Prescription Opioids,3065
MD,2016,July,Cocaine ,237
MD,2016,July,Heroin ,596
MD,2016,July,Methadone,180
MD,2016,July,Opioids ,1561
MD,2016,July,Prescription Opioids,3252
MD,2016,August,Cocaine ,243
MD,2016,August,Heroin ,604
MD,2016,August,Methadone,191
MD,2016,August,Opioids ,1640
MD,2016,August,Prescription Opioids,3471
MD,2016,September,Cocaine ,259
MD,2016,September,Heroin ,609
MD,2016,September,Methadone,190
MD,2016,September,Opioids ,1694
MD,2016,September,Prescription Opioids,3668
MD,2016,October,Cocaine ,275
MD,2016,October,Heroin ,626
MD,2016,October,Methadone,188
MD,2016,October,Opioids ,1733
MD,2016,October,Prescription Opioids,3765
MD,2016,November,Cocaine ,298
MD,2016,November,Heroin ,633
MD,2016,November,Methadone,189
MD,2016,November,Opioids ,1795
MD,2016,November,Prescription Opioids,3976
MD,2016,December,Cocaine ,316
MD,2016,December,Heroin ,656
MD,2016,December,Methadone,194
MD,2016,December,Opioids ,1866
MD,2016,December,Prescription Opioids,4202
MD,2017,January,Cocaine ,329
MD,2017,January,Heroin ,679
MD,2017,January,Methadone,200
MD,2017,January,Opioids ,1954
MD,2017,January,Prescription Opioids,4445
MD,2017,February,Cocaine ,335
MD,2017,February,Heroin ,688
MD,2017,February,Methadone,189
MD,2017,February,Opioids ,1967
MD,2017,February,Prescription Opioids,4502
MD,2017,March,Cocaine ,346
MD,2017,March,Heroin ,692
MD,2017,March,Methadone,202
MD,2017,March,Opioids ,2002
MD,2017,March,Prescription Opioids,4646
MD,2017,April,Cocaine ,380
MD,2017,April,Heroin ,683
MD,2017,April,Methadone,209
MD,2017,April,Opioids ,2037
MD,2017,April,Prescription Opioids,4733
MD,2017,May,Cocaine ,388
MD,2017,May,Heroin ,646
MD,2017,May,Methadone,215
MD,2017,May,Opioids ,2040
MD,2017,May,Prescription Opioids,4771
MD,2017,June,Cocaine ,404
MD,2017,June,Heroin ,613
MD,2017,June,Methadone,218
MD,2017,June,Opioids ,2038
MD,2017,June,Prescription Opioids,4769
MD,2017,July,Cocaine ,411
MD,2017,July,Heroin ,582
MD,2017,July,Methadone,216
MD,2017,July,Opioids ,2020
MD,2017,July,Prescription Opioids,4752
MD,2017,August,Cocaine ,435
MD,2017,August,Heroin ,574
MD,2017,August,Methadone,222
MD,2017,August,Opioids ,2011
MD,2017,August,Prescription Opioids,4737
MD,2017,September,Cocaine ,459
MD,2017,September,Heroin ,572
MD,2017,September,Methadone,227
MD,2017,September,Opioids ,2027
MD,2017,September,Prescription Opioids,4759
MD,2017,October,Cocaine ,474
MD,2017,October,Heroin ,556
MD,2017,October,Methadone,227
MD,2017,October,Opioids ,2039
MD,2017,October,Prescription Opioids,4790
MD,2017,November,Cocaine ,497
MD,2017,November,Heroin ,543
MD,2017,November,Methadone,227
MD,2017,November,Opioids ,2038
MD,2017,November,Prescription Opioids,4800
MD,2017,December,Cocaine ,524
MD,2017,December,Heroin ,516
MD,2017,December,Methadone,241
MD,2017,December,Opioids ,2037
MD,2017,December,Prescription Opioids,4760
MD,2018,January,Cocaine ,553
MD,2018,January,Heroin ,481
MD,2018,January,Methadone,243
